"chunk","gene"
143,"SLC16A11"
143,"SLC16A12"
143,"SLC16A13"
143,"SLC16A14"
143,"SLC16A2"
143,"SLC16A3"
143,"SLC16A4"
143,"SLC16A5"
143,"SLC16A6"
143,"SLC16A7"
143,"SLC16A8"
143,"SLC16A9"
143,"SLC17A1"
143,"SLC17A2"
143,"SLC17A3"
143,"SLC17A4"
143,"SLC17A5"
143,"SLC17A6"
143,"SLC17A7"
143,"SLC17A8"
143,"SLC17A9"
143,"SLC18A1"
143,"SLC18A2"
143,"SLC18A3"
143,"SLC18B1"
143,"SLC19A1"
143,"SLC19A2"
143,"SLC19A3"
143,"SLC1A1"
143,"SLC1A2"
143,"SLC1A3"
143,"SLC1A4"
143,"SLC1A5"
143,"SLC1A6"
143,"SLC1A7"
143,"SLC20A1"
143,"SLC20A2"
143,"SLC22A1"
143,"SLC22A10"
143,"SLC22A11"
143,"SLC22A12"
143,"SLC22A13"
143,"SLC22A14"
143,"SLC22A15"
143,"SLC22A16"
143,"SLC22A17"
143,"SLC22A18"
143,"SLC22A18AS"
143,"SLC22A2"
143,"SLC22A23"
143,"SLC22A24"
144,"SLC22A25"
144,"SLC22A3"
144,"SLC22A31"
144,"SLC22A4"
144,"SLC22A5"
144,"SLC22A6"
144,"SLC22A7"
144,"SLC22A8"
144,"SLC22A9"
144,"SLC23A1"
144,"SLC23A2"
144,"SLC23A3"
144,"SLC24A1"
144,"SLC24A2"
144,"SLC24A3"
144,"SLC24A4"
144,"SLC24A5"
144,"SLC25A1"
144,"SLC25A10"
144,"SLC25A11"
144,"SLC25A12"
144,"SLC25A13"
144,"SLC25A14"
144,"SLC25A15"
144,"SLC25A16"
144,"SLC25A17"
144,"SLC25A18"
144,"SLC25A19"
144,"SLC25A2"
144,"SLC25A20"
144,"SLC25A21"
144,"SLC25A22"
144,"SLC25A23"
144,"SLC25A24"
144,"SLC25A25"
144,"SLC25A26"
144,"SLC25A27"
144,"SLC25A28"
144,"SLC25A29"
144,"SLC25A3"
144,"SLC25A30"
144,"SLC25A31"
144,"SLC25A32"
144,"SLC25A33"
144,"SLC25A34"
144,"SLC25A35"
144,"SLC25A36"
144,"SLC25A37"
144,"SLC25A38"
144,"SLC25A39"
144,"SLC25A4"
144,"SLC25A40"
144,"SLC25A41"
144,"SLC25A42"
144,"SLC25A43"
144,"SLC25A44"
144,"SLC25A45"
144,"SLC25A46"
144,"SLC25A47"
144,"SLC25A48"
144,"SLC25A5"
144,"SLC25A51"
144,"SLC25A52"
144,"SLC25A53"
144,"SLC25A6"
144,"SLC26A1"
144,"SLC26A11"
144,"SLC26A2"
144,"SLC26A3"
144,"SLC26A4"
144,"SLC26A5"
144,"SLC26A6"
144,"SLC26A7"
144,"SLC26A8"
144,"SLC26A9"
144,"SLC27A1"
144,"SLC27A2"
144,"SLC27A3"
144,"SLC27A4"
144,"SLC27A5"
144,"SLC27A6"
144,"SLC28A1"
144,"SLC28A2"
144,"SLC28A3"
144,"SLC29A1"
144,"SLC29A2"
144,"SLC29A3"
144,"SLC29A4"
144,"SLC2A1"
144,"SLC2A10"
144,"SLC2A11"
144,"SLC2A12"
144,"SLC2A13"
144,"SLC2A14"
144,"SLC2A2"
144,"SLC2A3"
144,"SLC2A4"
144,"SLC2A4RG"
144,"SLC2A5"
144,"SLC2A6"
145,"SLC2A7"
145,"SLC2A8"
145,"SLC2A9"
145,"SLC30A1"
145,"SLC30A10"
145,"SLC30A2"
145,"SLC30A3"
145,"SLC30A4"
145,"SLC30A5"
145,"SLC30A6"
145,"SLC30A7"
145,"SLC30A8"
145,"SLC30A9"
145,"SLC31A1"
145,"SLC31A2"
145,"SLC32A1"
145,"SLC33A1"
145,"SLC34A1"
145,"SLC34A2"
145,"SLC34A3"
145,"SLC35A1"
145,"SLC35A2"
145,"SLC35A3"
145,"SLC35A4"
145,"SLC35A5"
145,"SLC35B1"
145,"SLC35B2"
145,"SLC35B3"
145,"SLC35B4"
145,"SLC35C1"
145,"SLC35C2"
145,"SLC35D1"
145,"SLC35D2"
145,"SLC35D3"
145,"SLC35E1"
145,"SLC35E2B"
145,"SLC35E3"
145,"SLC35E4"
145,"SLC35F1"
145,"SLC35F2"
145,"SLC35F3"
145,"SLC35F4"
145,"SLC35F5"
145,"SLC35F6"
145,"SLC35G1"
145,"SLC35G2"
145,"SLC35G3"
145,"SLC35G4"
145,"SLC35G5"
145,"SLC35G6"
145,"SLC36A1"
145,"SLC36A2"
145,"SLC36A3"
145,"SLC36A4"
145,"SLC37A1"
145,"SLC37A2"
145,"SLC37A3"
145,"SLC37A4"
145,"SLC38A1"
145,"SLC38A10"
145,"SLC38A11"
145,"SLC38A2"
145,"SLC38A3"
145,"SLC38A4"
145,"SLC38A5"
145,"SLC38A6"
145,"SLC38A7"
145,"SLC38A8"
145,"SLC38A9"
145,"SLC39A1"
145,"SLC39A10"
145,"SLC39A11"
145,"SLC39A12"
145,"SLC39A13"
145,"SLC39A14"
145,"SLC39A2"
145,"SLC39A3"
145,"SLC39A4"
145,"SLC39A5"
145,"SLC39A6"
145,"SLC39A7"
145,"SLC39A8"
145,"SLC39A9"
145,"SLC3A1"
145,"SLC3A2"
145,"SLC40A1"
145,"SLC41A1"
145,"SLC41A2"
145,"SLC41A3"
145,"SLC43A1"
145,"SLC43A2"
145,"SLC43A3"
145,"SLC44A1"
145,"SLC44A2"
145,"SLC44A3"
145,"SLC44A4"
145,"SLC44A5"
145,"SLC45A1"
145,"SLC45A2"
145,"SLC45A3"
146,"SLC45A4"
146,"SLC46A1"
146,"SLC46A2"
146,"SLC46A3"
146,"SLC47A1"
146,"SLC47A2"
146,"SLC48A1"
146,"SLC4A1"
146,"SLC4A10"
146,"SLC4A11"
146,"SLC4A1AP"
146,"SLC4A2"
146,"SLC4A3"
146,"SLC4A4"
146,"SLC4A5"
146,"SLC4A7"
146,"SLC4A8"
146,"SLC4A9"
146,"SLC50A1"
146,"SLC51A"
146,"SLC51B"
146,"SLC52A1"
146,"SLC52A2"
146,"SLC52A3"
146,"SLC5A1"
146,"SLC5A10"
146,"SLC5A11"
146,"SLC5A12"
146,"SLC5A2"
146,"SLC5A3"
146,"SLC5A4"
146,"SLC5A5"
146,"SLC5A6"
146,"SLC5A7"
146,"SLC5A8"
146,"SLC5A9"
146,"SLC6A1"
146,"SLC6A11"
146,"SLC6A12"
146,"SLC6A13"
146,"SLC6A14"
146,"SLC6A15"
146,"SLC6A16"
146,"SLC6A17"
146,"SLC6A18"
146,"SLC6A19"
146,"SLC6A2"
146,"SLC6A20"
146,"SLC6A3"
146,"SLC6A4"
146,"SLC6A5"
146,"SLC6A6"
146,"SLC6A7"
146,"SLC6A8"
146,"SLC6A9"
146,"SLC7A1"
146,"SLC7A10"
146,"SLC7A11"
146,"SLC7A13"
146,"SLC7A14"
146,"SLC7A2"
146,"SLC7A3"
146,"SLC7A4"
146,"SLC7A5"
146,"SLC7A6"
146,"SLC7A6OS"
146,"SLC7A7"
146,"SLC7A8"
146,"SLC7A9"
146,"SLC8A1"
146,"SLC8A2"
146,"SLC8A3"
146,"SLC8B1"
146,"SLC9A1"
146,"SLC9A2"
146,"SLC9A3"
146,"SLC9A3R1"
146,"SLC9A3R2"
146,"SLC9A4"
146,"SLC9A5"
146,"SLC9A6"
146,"SLC9A7"
146,"SLC9A8"
146,"SLC9A9"
146,"SLC9B1"
146,"SLC9B2"
146,"SLC9C1"
146,"SLC9C2"
146,"SLCO1A2"
146,"SLCO1B1"
146,"SLCO1B3"
146,"SLCO1C1"
146,"SLCO2A1"
146,"SLCO2B1"
146,"SLCO3A1"
146,"SLCO4A1"
146,"SLCO4C1"
146,"SLCO5A1"
146,"SLCO6A1"
146,"SLF1"
147,"SLF2"
147,"SLFN11"
147,"SLFN12"
147,"SLFN12L"
147,"SLFN13"
147,"SLFN14"
147,"SLFN5"
147,"SLFNL1"
147,"SLIRP"
147,"SLIT1"
147,"SLIT2"
147,"SLIT3"
147,"SLITRK1"
147,"SLITRK2"
147,"SLITRK3"
147,"SLITRK4"
147,"SLITRK5"
147,"SLITRK6"
147,"SLK"
147,"SLMAP"
147,"SLN"
147,"SLPI"
147,"SLTM"
147,"SLU7"
147,"SLURP1"
147,"SLX1A"
147,"SLX1B"
147,"SLX4"
147,"SLX4IP"
147,"SMAD1"
147,"SMAD2"
147,"SMAD3"
147,"SMAD4"
147,"SMAD5"
147,"SMAD6"
147,"SMAD7"
147,"SMAD9"
147,"SMAGP"
147,"SMAP1"
147,"SMAP2"
147,"SMARCA1"
147,"SMARCA2"
147,"SMARCA4"
147,"SMARCA5"
147,"SMARCAD1"
147,"SMARCAL1"
147,"SMARCB1"
147,"SMARCC1"
147,"SMARCC2"
147,"SMARCD1"
147,"SMARCD2"
147,"SMARCD3"
147,"SMARCE1"
147,"SMC1A"
147,"SMC1B"
147,"SMC2"
147,"SMC3"
147,"SMC4"
147,"SMC5"
147,"SMC6"
147,"SMCHD1"
147,"SMCO1"
147,"SMCO2"
147,"SMCO3"
147,"SMCO4"
147,"SMCP"
147,"SMCR8"
147,"SMDT1"
147,"SMG1"
147,"SMG5"
147,"SMG6"
147,"SMG7"
147,"SMG8"
147,"SMG9"
147,"SMIM1"
147,"SMIM10"
147,"SMIM10L1"
147,"SMIM10L2A"
147,"SMIM10L2B"
147,"SMIM11A"
147,"SMIM11B"
147,"SMIM12"
147,"SMIM13"
147,"SMIM14"
147,"SMIM15"
147,"SMIM17"
147,"SMIM18"
147,"SMIM19"
147,"SMIM2"
147,"SMIM20"
147,"SMIM21"
147,"SMIM22"
147,"SMIM23"
147,"SMIM24"
147,"SMIM3"
147,"SMIM4"
147,"SMIM5"
147,"SMIM6"
147,"SMIM7"
147,"SMIM8"
148,"SMIM9"
148,"SMKR1"
148,"SMLR1"
148,"SMN1"
148,"SMN2"
148,"SMNDC1"
148,"SMO"
148,"SMOC1"
148,"SMOC2"
148,"SMOX"
148,"SMPD1"
148,"SMPD2"
148,"SMPD3"
148,"SMPD4"
148,"SMPDL3A"
148,"SMPDL3B"
148,"SMPX"
148,"SMR3A"
148,"SMR3B"
148,"SMS"
148,"SMTN"
148,"SMTNL1"
148,"SMTNL2"
148,"SMU1"
148,"SMUG1"
148,"SMURF1"
148,"SMURF2"
148,"SMYD1"
148,"SMYD2"
148,"SMYD3"
148,"SMYD4"
148,"SMYD5"
148,"SNAI1"
148,"SNAI2"
148,"SNAI3"
148,"SNAP23"
148,"SNAP25"
148,"SNAP29"
148,"SNAP47"
148,"SNAP91"
148,"SNAPC1"
148,"SNAPC2"
148,"SNAPC3"
148,"SNAPC4"
148,"SNAPC5"
148,"SNAPIN"
148,"SNCA"
148,"SNCAIP"
148,"SNCB"
148,"SNCG"
148,"SND1"
148,"SNED1"
148,"SNF8"
148,"SNIP1"
148,"SNN"
148,"SNPH"
148,"SNRK"
148,"SNRNP200"
148,"SNRNP25"
148,"SNRNP27"
148,"SNRNP35"
148,"SNRNP40"
148,"SNRNP48"
148,"SNRNP70"
148,"SNRPA"
148,"SNRPA1"
148,"SNRPB"
148,"SNRPB2"
148,"SNRPC"
148,"SNRPD1"
148,"SNRPD2"
148,"SNRPD3"
148,"SNRPE"
148,"SNRPF"
148,"SNRPG"
148,"SNRPN"
148,"SNTA1"
148,"SNTB1"
148,"SNTB2"
148,"SNTG1"
148,"SNTG2"
148,"SNTN"
148,"SNU13"
148,"SNUPN"
148,"SNURF"
148,"SNW1"
148,"SNX1"
148,"SNX10"
148,"SNX11"
148,"SNX12"
148,"SNX13"
148,"SNX14"
148,"SNX15"
148,"SNX16"
148,"SNX17"
148,"SNX18"
148,"SNX19"
148,"SNX2"
148,"SNX20"
148,"SNX21"
149,"SNX22"
149,"SNX24"
149,"SNX25"
149,"SNX27"
149,"SNX29"
149,"SNX3"
149,"SNX30"
149,"SNX31"
149,"SNX32"
149,"SNX33"
149,"SNX4"
149,"SNX5"
149,"SNX6"
149,"SNX7"
149,"SNX8"
149,"SNX9"
149,"SOAT1"
149,"SOAT2"
149,"SOBP"
149,"SOCS1"
149,"SOCS2"
149,"SOCS3"
149,"SOCS4"
149,"SOCS5"
149,"SOCS6"
149,"SOCS7"
149,"SOD1"
149,"SOD2"
149,"SOD3"
149,"SOGA1"
149,"SOGA3"
149,"SOHLH1"
149,"SOHLH2"
149,"SON"
149,"SORBS1"
149,"SORBS2"
149,"SORBS3"
149,"SORCS1"
149,"SORCS2"
149,"SORCS3"
149,"SORD"
149,"SORL1"
149,"SORT1"
149,"SOS1"
149,"SOS2"
149,"SOST"
149,"SOSTDC1"
149,"SOWAHA"
149,"SOWAHB"
149,"SOWAHC"
149,"SOWAHD"
149,"SOX1"
149,"SOX11"
149,"SOX12"
149,"SOX13"
149,"SOX14"
149,"SOX15"
149,"SOX17"
149,"SOX18"
149,"SOX2"
149,"SOX21"
149,"SOX3"
149,"SOX30"
149,"SOX4"
149,"SOX5"
149,"SOX6"
149,"SOX7"
149,"SOX8"
149,"SOX9"
149,"SP1"
149,"SP100"
149,"SP110"
149,"SP140"
149,"SP140L"
149,"SP2"
149,"SP3"
149,"SP4"
149,"SP5"
149,"SP6"
149,"SP7"
149,"SP8"
149,"SP9"
149,"SPA17"
149,"SPAAR"
149,"SPACA1"
149,"SPACA3"
149,"SPACA4"
149,"SPACA5"
149,"SPACA5B"
149,"SPACA6"
149,"SPACA7"
149,"SPACA9"
149,"SPAG1"
149,"SPAG11A"
149,"SPAG11B"
149,"SPAG16"
149,"SPAG17"
149,"SPAG4"
149,"SPAG5"
149,"SPAG6"
150,"SPAG7"
150,"SPAG8"
150,"SPAG9"
150,"SPAM1"
150,"SPANXA1"
150,"SPANXA2"
150,"SPANXB1"
150,"SPANXC"
150,"SPANXD"
150,"SPANXN1"
150,"SPANXN2"
150,"SPANXN3"
150,"SPANXN4"
150,"SPANXN5"
150,"SPARC"
150,"SPARCL1"
150,"SPAST"
150,"SPATA1"
150,"SPATA12"
150,"SPATA13"
150,"SPATA16"
150,"SPATA17"
150,"SPATA18"
150,"SPATA19"
150,"SPATA2"
150,"SPATA20"
150,"SPATA21"
150,"SPATA22"
150,"SPATA24"
150,"SPATA25"
150,"SPATA2L"
150,"SPATA3"
150,"SPATA31A1"
150,"SPATA31A3"
150,"SPATA31A5"
150,"SPATA31A6"
150,"SPATA31A7"
150,"SPATA31D1"
150,"SPATA31D3"
150,"SPATA31D4"
150,"SPATA31E1"
150,"SPATA32"
150,"SPATA33"
150,"SPATA4"
150,"SPATA45"
150,"SPATA46"
150,"SPATA5"
150,"SPATA5L1"
150,"SPATA6"
150,"SPATA6L"
150,"SPATA7"
150,"SPATA9"
150,"SPATC1"
150,"SPATC1L"
150,"SPATS1"
150,"SPATS2"
150,"SPATS2L"
150,"SPC24"
150,"SPC25"
150,"SPCS1"
150,"SPCS2"
150,"SPCS3"
150,"SPDEF"
150,"SPDL1"
150,"SPDYA"
150,"SPDYC"
150,"SPDYE1"
150,"SPDYE11"
150,"SPDYE16"
150,"SPDYE17"
150,"SPDYE2"
150,"SPDYE2B"
150,"SPDYE3"
150,"SPDYE4"
150,"SPDYE5"
150,"SPDYE6"
150,"SPECC1"
150,"SPECC1L"
150,"SPEF1"
150,"SPEF2"
150,"SPEG"
150,"SPEM1"
150,"SPEN"
150,"SPESP1"
150,"SPG11"
150,"SPG21"
150,"SPG7"
150,"SPHK1"
150,"SPHK2"
150,"SPHKAP"
150,"SPI1"
150,"SPIB"
150,"SPIC"
150,"SPICE1"
150,"SPIDR"
150,"SPIN1"
150,"SPIN2A"
150,"SPIN2B"
150,"SPIN3"
150,"SPIN4"
151,"SPINK1"
151,"SPINK13"
151,"SPINK14"
151,"SPINK2"
151,"SPINK4"
151,"SPINK5"
151,"SPINK6"
151,"SPINK7"
151,"SPINK8"
151,"SPINK9"
151,"SPINT1"
151,"SPINT2"
151,"SPINT3"
151,"SPINT4"
151,"SPIRE1"
151,"SPIRE2"
151,"SPN"
151,"SPNS1"
151,"SPNS2"
151,"SPNS3"
151,"SPO11"
151,"SPOCD1"
151,"SPOCK1"
151,"SPOCK2"
151,"SPOCK3"
151,"SPON1"
151,"SPON2"
151,"SPOP"
151,"SPOPL"
151,"SPOUT1"
151,"SPP1"
151,"SPP2"
151,"SPPL2A"
151,"SPPL2B"
151,"SPPL2C"
151,"SPPL3"
151,"SPR"
151,"SPRED1"
151,"SPRED2"
151,"SPRED3"
151,"SPRN"
151,"SPRR1A"
151,"SPRR1B"
151,"SPRR2A"
151,"SPRR2B"
151,"SPRR2D"
151,"SPRR2E"
151,"SPRR2F"
151,"SPRR2G"
151,"SPRR3"
151,"SPRR4"
151,"SPRTN"
151,"SPRY1"
151,"SPRY2"
151,"SPRY3"
151,"SPRY4"
151,"SPRYD3"
151,"SPRYD4"
151,"SPRYD7"
151,"SPSB1"
151,"SPSB2"
151,"SPSB3"
151,"SPSB4"
151,"SPTA1"
151,"SPTAN1"
151,"SPTB"
151,"SPTBN1"
151,"SPTBN2"
151,"SPTBN4"
151,"SPTBN5"
151,"SPTLC1"
151,"SPTLC2"
151,"SPTLC3"
151,"SPTSSA"
151,"SPTSSB"
151,"SPTY2D1"
151,"SPX"
151,"SPZ1"
151,"SQLE"
151,"SQSTM1"
151,"SRA1"
151,"SRBD1"
151,"SRC"
151,"SRCAP"
151,"SRCIN1"
151,"SRD5A1"
151,"SRD5A2"
151,"SRD5A3"
151,"SREBF1"
151,"SREBF2"
151,"SREK1"
151,"SREK1IP1"
151,"SRF"
151,"SRFBP1"
151,"SRGAP1"
151,"SRGAP2"
151,"SRGAP2B"
151,"SRGAP2C"
151,"SRGAP3"
151,"SRGN"
152,"SRI"
152,"SRL"
152,"SRM"
152,"SRMS"
152,"SRP14"
152,"SRP19"
152,"SRP54"
152,"SRP68"
152,"SRP72"
152,"SRP9"
152,"SRPK1"
152,"SRPK2"
152,"SRPK3"
152,"SRPRA"
152,"SRPRB"
152,"SRPX"
152,"SRPX2"
152,"SRR"
152,"SRRD"
152,"SRRM1"
152,"SRRM2"
152,"SRRM3"
152,"SRRM4"
152,"SRRM5"
152,"SRRT"
152,"SRSF1"
152,"SRSF10"
152,"SRSF11"
152,"SRSF12"
152,"SRSF2"
152,"SRSF3"
152,"SRSF4"
152,"SRSF5"
152,"SRSF6"
152,"SRSF7"
152,"SRSF8"
152,"SRSF9"
152,"SRXN1"
152,"SRY"
152,"SS18"
152,"SS18L1"
152,"SS18L2"
152,"SSB"
152,"SSBP1"
152,"SSBP2"
152,"SSBP3"
152,"SSBP4"
152,"SSC4D"
152,"SSC5D"
152,"SSH1"
152,"SSH2"
152,"SSH3"
152,"SSMEM1"
152,"SSNA1"
152,"SSPN"
152,"SSR1"
152,"SSR2"
152,"SSR3"
152,"SSR4"
152,"SSRP1"
152,"SST"
152,"SSTR1"
152,"SSTR2"
152,"SSTR3"
152,"SSTR4"
152,"SSTR5"
152,"SSU72"
152,"SSU72P2"
152,"SSU72P3"
152,"SSU72P4"
152,"SSU72P5"
152,"SSU72P7"
152,"SSU72P8"
152,"SSUH2"
152,"SSX1"
152,"SSX2"
152,"SSX2B"
152,"SSX2IP"
152,"SSX3"
152,"SSX4"
152,"SSX4B"
152,"SSX5"
152,"SSX7"
152,"ST13"
152,"ST14"
152,"ST18"
152,"ST20"
152,"ST3GAL1"
152,"ST3GAL2"
152,"ST3GAL3"
152,"ST3GAL4"
152,"ST3GAL5"
152,"ST3GAL6"
152,"ST6GAL1"
152,"ST6GAL2"
152,"ST6GALNAC1"
152,"ST6GALNAC2"
152,"ST6GALNAC3"
152,"ST6GALNAC4"
152,"ST6GALNAC5"
153,"ST6GALNAC6"
153,"ST7"
153,"ST7L"
153,"ST8SIA1"
153,"ST8SIA2"
153,"ST8SIA3"
153,"ST8SIA4"
153,"ST8SIA5"
153,"ST8SIA6"
153,"STAB1"
153,"STAB2"
153,"STAC"
153,"STAC2"
153,"STAC3"
153,"STAG1"
153,"STAG2"
153,"STAG3"
153,"STAM"
153,"STAM2"
153,"STAMBP"
153,"STAMBPL1"
153,"STAP1"
153,"STAP2"
153,"STAR"
153,"STARD10"
153,"STARD13"
153,"STARD3"
153,"STARD3NL"
153,"STARD4"
153,"STARD5"
153,"STARD6"
153,"STARD7"
153,"STARD8"
153,"STARD9"
153,"STAT1"
153,"STAT2"
153,"STAT3"
153,"STAT4"
153,"STAT5A"
153,"STAT5B"
153,"STAT6"
153,"STATH"
153,"STAU1"
153,"STAU2"
153,"STBD1"
153,"STC1"
153,"STC2"
153,"STEAP1"
153,"STEAP1B"
153,"STEAP2"
153,"STEAP3"
153,"STEAP4"
153,"STH"
153,"STIL"
153,"STIM1"
153,"STIM2"
153,"STIP1"
153,"STK10"
153,"STK11"
153,"STK11IP"
153,"STK16"
153,"STK17A"
153,"STK17B"
153,"STK19"
153,"STK24"
153,"STK25"
153,"STK26"
153,"STK3"
153,"STK31"
153,"STK32A"
153,"STK32B"
153,"STK32C"
153,"STK33"
153,"STK35"
153,"STK36"
153,"STK38"
153,"STK38L"
153,"STK39"
153,"STK4"
153,"STK40"
153,"STKLD1"
153,"STMN1"
153,"STMN2"
153,"STMN3"
153,"STMN4"
153,"STMND1"
153,"STN1"
153,"STOM"
153,"STOML1"
153,"STOML2"
153,"STOML3"
153,"STON1"
153,"STON1-GTF2A1L"
153,"STON2"
153,"STOX1"
153,"STOX2"
153,"STPG1"
153,"STPG2"
153,"STPG3"
153,"STRA6"
154,"STRA8"
154,"STRADA"
154,"STRADB"
154,"STRAP"
154,"STRBP"
154,"STRC"
154,"STRIP1"
154,"STRIP2"
154,"STRN"
154,"STRN3"
154,"STRN4"
154,"STS"
154,"STT3A"
154,"STT3B"
154,"STUB1"
154,"STUM"
154,"STX10"
154,"STX11"
154,"STX12"
154,"STX16"
154,"STX17"
154,"STX18"
154,"STX19"
154,"STX1A"
154,"STX1B"
154,"STX2"
154,"STX3"
154,"STX4"
154,"STX5"
154,"STX6"
154,"STX7"
154,"STX8"
154,"STXBP1"
154,"STXBP2"
154,"STXBP3"
154,"STXBP4"
154,"STXBP5"
154,"STXBP5L"
154,"STXBP6"
154,"STYK1"
154,"STYX"
154,"STYXL1"
154,"SUB1"
154,"SUCLA2"
154,"SUCLG1"
154,"SUCLG2"
154,"SUCNR1"
154,"SUCO"
154,"SUDS3"
154,"SUFU"
154,"SUGCT"
154,"SUGP1"
154,"SUGP2"
154,"SUGT1"
154,"SULF1"
154,"SULF2"
154,"SULT1A1"
154,"SULT1A2"
154,"SULT1A3"
154,"SULT1A4"
154,"SULT1B1"
154,"SULT1C2"
154,"SULT1C3"
154,"SULT1C4"
154,"SULT1E1"
154,"SULT2A1"
154,"SULT2B1"
154,"SULT4A1"
154,"SULT6B1"
154,"SUMF1"
154,"SUMF2"
154,"SUMO1"
154,"SUMO2"
154,"SUMO3"
154,"SUMO4"
154,"SUN1"
154,"SUN2"
154,"SUN3"
154,"SUN5"
154,"SUOX"
154,"SUPT16H"
154,"SUPT20H"
154,"SUPT20HL1"
154,"SUPT20HL2"
154,"SUPT3H"
154,"SUPT4H1"
154,"SUPT5H"
154,"SUPT6H"
154,"SUPT7L"
154,"SUPV3L1"
154,"SURF1"
154,"SURF2"
154,"SURF4"
154,"SURF6"
154,"SUSD1"
154,"SUSD2"
154,"SUSD3"
154,"SUSD4"
154,"SUSD5"
154,"SUSD6"
155,"SUV39H1"
155,"SUV39H2"
155,"SUZ12"
155,"SV2A"
155,"SV2B"
155,"SV2C"
155,"SVBP"
155,"SVEP1"
155,"SVIL"
155,"SVIP"
155,"SVOP"
155,"SVOPL"
155,"SWAP70"
155,"SWI5"
155,"SWSAP1"
155,"SWT1"
155,"SYAP1"
155,"SYBU"
155,"SYCE1"
155,"SYCE1L"
155,"SYCE2"
155,"SYCE3"
155,"SYCN"
155,"SYCP1"
155,"SYCP2"
155,"SYCP2L"
155,"SYCP3"
155,"SYDE1"
155,"SYDE2"
155,"SYF2"
155,"SYK"
155,"SYMPK"
155,"SYN1"
155,"SYN2"
155,"SYN3"
155,"SYNC"
155,"SYNCRIP"
155,"SYNDIG1"
155,"SYNDIG1L"
155,"SYNE1"
155,"SYNE2"
155,"SYNE3"
155,"SYNE4"
155,"SYNGAP1"
155,"SYNGR1"
155,"SYNGR2"
155,"SYNGR3"
155,"SYNGR4"
155,"SYNJ1"
155,"SYNJ2"
155,"SYNJ2BP"
155,"SYNM"
155,"SYNPO"
155,"SYNPO2"
155,"SYNPO2L"
155,"SYNPR"
155,"SYNRG"
155,"SYP"
155,"SYPL1"
155,"SYPL2"
155,"SYS1"
155,"SYT1"
155,"SYT10"
155,"SYT11"
155,"SYT12"
155,"SYT13"
155,"SYT14"
155,"SYT15"
155,"SYT16"
155,"SYT17"
155,"SYT2"
155,"SYT3"
155,"SYT4"
155,"SYT5"
155,"SYT6"
155,"SYT7"
155,"SYT8"
155,"SYT9"
155,"SYTL1"
155,"SYTL2"
155,"SYTL3"
155,"SYTL4"
155,"SYTL5"
155,"SYVN1"
155,"SZRD1"
155,"SZT2"
155,"TAAR1"
155,"TAAR2"
155,"TAAR5"
155,"TAAR6"
155,"TAAR8"
155,"TAAR9"
155,"TAB1"
155,"TAB2"
155,"TAB3"
155,"TAC1"
155,"TAC3"
155,"TAC4"
155,"TACC1"
155,"TACC2"
156,"TACC3"
156,"TACO1"
156,"TACR1"
156,"TACR2"
156,"TACR3"
156,"TACSTD2"
156,"TADA1"
156,"TADA2A"
156,"TADA2B"
156,"TADA3"
156,"TAF1"
156,"TAF10"
156,"TAF11"
156,"TAF12"
156,"TAF13"
156,"TAF15"
156,"TAF1A"
156,"TAF1B"
156,"TAF1C"
156,"TAF1D"
156,"TAF1L"
156,"TAF2"
156,"TAF3"
156,"TAF4"
156,"TAF4B"
156,"TAF5"
156,"TAF5L"
156,"TAF6"
156,"TAF6L"
156,"TAF7"
156,"TAF7L"
156,"TAF8"
156,"TAF9"
156,"TAF9B"
156,"TAGAP"
156,"TAGLN"
156,"TAGLN2"
156,"TAGLN3"
156,"TAL1"
156,"TAL2"
156,"TALDO1"
156,"TAMM41"
156,"TANC1"
156,"TANC2"
156,"TANGO2"
156,"TANGO6"
156,"TANK"
156,"TAOK1"
156,"TAOK2"
156,"TAOK3"
156,"TAP1"
156,"TAP2"
156,"TAPBP"
156,"TAPBPL"
156,"TAPT1"
156,"TARBP1"
156,"TARBP2"
156,"TARDBP"
156,"TARM1"
156,"TARS2"
156,"TAS1R1"
156,"TAS1R2"
156,"TAS1R3"
156,"TAS2R1"
156,"TAS2R10"
156,"TAS2R13"
156,"TAS2R14"
156,"TAS2R16"
156,"TAS2R19"
156,"TAS2R20"
156,"TAS2R3"
156,"TAS2R30"
156,"TAS2R31"
156,"TAS2R38"
156,"TAS2R39"
156,"TAS2R4"
156,"TAS2R40"
156,"TAS2R41"
156,"TAS2R42"
156,"TAS2R43"
156,"TAS2R46"
156,"TAS2R5"
156,"TAS2R50"
156,"TAS2R60"
156,"TAS2R7"
156,"TAS2R8"
156,"TAS2R9"
156,"TASP1"
156,"TAT"
156,"TATDN1"
156,"TATDN2"
156,"TATDN3"
156,"TAX1BP1"
156,"TAX1BP3"
156,"TAZ"
156,"TBATA"
156,"TBC1D1"
156,"TBC1D10A"
156,"TBC1D10B"
156,"TBC1D10C"
157,"TBC1D12"
157,"TBC1D13"
157,"TBC1D14"
157,"TBC1D15"
157,"TBC1D16"
157,"TBC1D17"
157,"TBC1D19"
157,"TBC1D2"
157,"TBC1D20"
157,"TBC1D21"
157,"TBC1D22A"
157,"TBC1D22B"
157,"TBC1D23"
157,"TBC1D24"
157,"TBC1D25"
157,"TBC1D26"
157,"TBC1D28"
157,"TBC1D2B"
157,"TBC1D3"
157,"TBC1D30"
157,"TBC1D31"
157,"TBC1D32"
